parent class,rdfs:label,IRI
SNOMED CT Model Component (metadata),ICD-10 complex map reference set (foundation metadata concept),http://snomed.info/id/447562003
SNOMED CT Model Component (metadata),Extension Namespace {1000109} (namespace concept),http://snomed.info/id/440174007
Organism (organism),Family Polypodiaceae - fern (organism),http://snomed.info/id/107641006
Organism (organism),Phylum Metamonada (organism),http://snomed.info/id/416371006
Organism (organism),Family Thermodesulfobacteriaceae (organism),http://snomed.info/id/427444003
Organism (organism),Genus Methanothermobacter (organism),http://snomed.info/id/430736005
Organism (organism),Family Acidobacteriaceae (organism),http://snomed.info/id/426073004
Organism (organism),Order Gemmatimonadales (organism),http://snomed.info/id/434667008
Organism (organism),Class Insecta (organism),http://snomed.info/id/106763003
Organism (organism),Genus Chuppia (organism),http://snomed.info/id/243556009
Organism (organism),Family Spirochaetaceae (organism),http://snomed.info/id/115068002
Organism (organism),Tadpole edema virus T10 (organism),http://snomed.info/id/90874008
Organism (organism),Family Pleistophoridae (organism),http://snomed.info/id/423866002
Organism (organism),Phylum Phoronida (organism),http://snomed.info/id/421046001
Organism (organism),Genus Methanomicrobium (organism),http://snomed.info/id/432536000
Organism (organism),Family Thermococcaceae (organism),http://snomed.info/id/115119004
Organism (organism),Sarocladium (organism),http://snomed.info/id/418905001
Organism (organism),Asporogenous yeast (organism),http://snomed.info/id/787727001
Organism (organism),Sulfur reducing bacteria (organism),http://snomed.info/id/115175003
Organism (organism),Tadpole edema virus T15 (organism),http://snomed.info/id/27326006
Organism (organism),Family Asfarviridae (organism),http://snomed.info/id/425032005
Organism (organism),Frog virus 21 (organism),http://snomed.info/id/5035005
Organism (organism),Class Anthozoa (organism),http://snomed.info/id/421900003
Organism (organism),Genus Cryptostroma (organism),http://snomed.info/id/25170005
Organism (organism),Genus Phaeococcus (organism),http://snomed.info/id/243558005
Organism (organism),Genus Suipoxvirus (organism),http://snomed.info/id/39480001
Organism (organism),Bactoderma alba (organism),http://snomed.info/id/433565002
Organism (organism),Hoya (organism),http://snomed.info/id/257538004
Organism (organism),Phylum Firmicutes (organism),http://snomed.info/id/115195009
Organism (organism),Encephalartos (organism),http://snomed.info/id/18877008
Organism (organism),Rhinosporidium seeberi (organism),http://snomed.info/id/48600001
Organism (organism),Class Sordariomycetes (organism),http://snomed.info/id/415900007
Organism (organism),Family Adenoviridae (organism),http://snomed.info/id/424470006
Organism (organism),Phylum Acidobacteria (organism),http://snomed.info/id/426497002
Organism (organism),Subfamily Parvovirinae (organism),http://snomed.info/id/407380006
Organism (organism),Monocotyledon (organism),http://snomed.info/id/68119001
Organism (organism),Limpet (organism),http://snomed.info/id/37407005
Organism (organism),Order Cytophagales (organism),http://snomed.info/id/115182004
Organism (organism),Enterocytozoon bieneusi (organism),http://snomed.info/id/11221006
Organism (organism),Phylum Arthropoda (organism),http://snomed.info/id/106762008
Organism (organism),Pleistophora salmonae (organism),http://snomed.info/id/77149002
Organism (organism),Family Equisetaceae - horsetail (organism),http://snomed.info/id/107642004
Organism (organism),Family Luteoviridae (organism),http://snomed.info/id/424182005
Organism (organism),Genus Spumavirus (organism),http://snomed.info/id/407418007
Organism (organism),Class Pneumocystidomycetes (organism),http://snomed.info/id/413866001
Organism (organism),Robillarda (organism),http://snomed.info/id/417942005
Organism (organism),Family Fuselloviridae (organism),http://snomed.info/id/424194001
Organism (organism),Genus Ichthyophonus (organism),http://snomed.info/id/7247006
Organism (organism),Subclass Myxobacteria: Fruiting Gliding Bacteria (organism),http://snomed.info/id/115185002
Organism (organism),Phylum Nemata (organism),http://snomed.info/id/421727006
Organism (organism),Class Microbotryomycetes (organism),http://snomed.info/id/767490001
Organism (organism),Frog virus 2 (organism),http://snomed.info/id/86151003
Organism (organism),Genus Bispora (organism),http://snomed.info/id/418438004
Organism (organism),Cephaliophora (organism),http://snomed.info/id/418146005
Organism (organism),Plant producing depressant (organism),http://snomed.info/id/29977003
Organism (organism),Kronborgia (organism),http://snomed.info/id/41165004
Organism (organism),Order Leptomyxida (organism),http://snomed.info/id/106603006
Organism (organism),Anabaena (organism),http://snomed.info/id/75805000
Organism (organism),Prion (organism),http://snomed.info/id/84676004
Organism (organism),Genus Methanogenium (organism),http://snomed.info/id/432612006
Organism (organism),Phylum Fusobacteria (organism),http://snomed.info/id/427476008
Organism (organism),Subclass Florideophycidae (organism),http://snomed.info/id/421674005
Organism (organism),Class Aves (organism),http://snomed.info/id/387972009
Organism (organism),Genus Zetapapillomavirus (organism),http://snomed.info/id/423403000
Organism (organism),Genus Asfivirus (organism),http://snomed.info/id/424237003
Organism (organism),Lanicides (organism),http://snomed.info/id/24266004
Organism (organism),Genus Polydesmus (organism),http://snomed.info/id/285732006
Organism (organism),Ribonucleic acid virus (organism),http://snomed.info/id/11705000
Organism (organism),Family Pelonemataceae (organism),http://snomed.info/id/115096008
Organism (organism),Plant producing steroidal compounds (organism),http://snomed.info/id/8213006
Organism (organism),Class Adenophorea (organism),http://snomed.info/id/106673005
Organism (organism),Class Thermoplasmata (organism),http://snomed.info/id/432341007
Organism (organism),Genus Parapoxvirus (organism),http://snomed.info/id/70275008
Organism (organism),Domain Archaea (organism),http://snomed.info/id/419036000
Organism (organism),Subphylum Mastigophora (organism),http://snomed.info/id/62300007
Organism (organism),Genus Iridovirus (organism),http://snomed.info/id/416136004
Organism (organism),Frog virus 18 (organism),http://snomed.info/id/39528007
Organism (organism),Nyaminini virus (organism),http://snomed.info/id/285367009
Organism (organism),Egg of class Arachnida (organism),http://snomed.info/id/446975004
Organism (organism),Sporont of kingdom Protozoa (organism),http://snomed.info/id/284698006
Organism (organism),Order Haemosporida (organism),http://snomed.info/id/417952009
Organism (organism),Genus Hanseniaspora (organism),http://snomed.info/id/420980009
Organism (organism),Family Gemmatimonadaceae (organism),http://snomed.info/id/434804002
Organism (organism),Thelohania baueri (organism),http://snomed.info/id/3103009
Organism (organism),Chronic wasting disease of mule deer and elk agent (organism),http://snomed.info/id/243641006
Organism (organism),Phylum Platyhelminthes (organism),http://snomed.info/id/106685002
Organism (organism),Phylum Chlamydiae (organism),http://snomed.info/id/415099003
Organism (organism),Elephant's foot plant (organism),http://snomed.info/id/261295006
Organism (organism),Family Microviridae (organism),http://snomed.info/id/424782003
Organism (organism),Subclass Alcyonaria (organism),http://snomed.info/id/421121004
Organism (organism),Division Magnoliophyta (organism),http://snomed.info/id/420928000
Organism (organism),Family Synergistaceae (organism),http://snomed.info/id/19271000087109
Organism (organism),Pinus (organism),http://snomed.info/id/52783006
Organism (organism),Arborea (organism),http://snomed.info/id/261278003
Organism (organism),Frog virus 17 (organism),http://snomed.info/id/66437004
Organism (organism),Division Gnetophyta (organism),http://snomed.info/id/420256002
Organism (organism),Muroor virus (organism),http://snomed.info/id/285366000
Organism (organism),Class Deltaproteobacteria (organism),http://snomed.info/id/413862004
Organism (organism),Haemadipsa (organism),http://snomed.info/id/5260004
Organism (organism),Class Epsilonproteobacteria (organism),http://snomed.info/id/425754002
Organism (organism),Tadpole edema virus LT4 (organism),http://snomed.info/id/25368005
Organism (organism),Genus Orbivirus (organism),http://snomed.info/id/44725007
Organism (organism),Colorless Sulfur Bacteria (organism),http://snomed.info/id/115091003
Organism (organism),Frog virus 14 (organism),http://snomed.info/id/79902005
Organism (organism),Macrozamia reidlei (organism),http://snomed.info/id/34802002
Organism (organism),Hirudo (organism),http://snomed.info/id/60578008
Organism (organism),Genus Zygosaccharomyces (organism),http://snomed.info/id/415978004
Organism (organism),Genus Cripavirus (organism),http://snomed.info/id/407350001
Organism (organism),Subclass Oligochaeta (organism),http://snomed.info/id/419540000
Organism (organism),Spore of kingdom Bacteria (organism),http://snomed.info/id/46994008
Organism (organism),Class Thermotogae (organism),http://snomed.info/id/433916002
Organism (organism),Coccobacilli (organism),http://snomed.info/id/103423009
Organism (organism),Pleistophora macrozoarcidis (organism),http://snomed.info/id/17487003
Organism (organism),Virus (organism),http://snomed.info/id/49872002
Organism (organism),Subkingdom Archezoa (organism),http://snomed.info/id/417432000
Organism (organism),Family Caulimoviridae (organism),http://snomed.info/id/425238004
Organism (organism),Macrozamia lucida (organism),http://snomed.info/id/91150004
Organism (organism),Yeast-like alga (organism),http://snomed.info/id/243564003
Organism (organism),Genus Hepatovirus (organism),http://snomed.info/id/243634000
Organism (organism),Ectocotyla (organism),http://snomed.info/id/12464004
Organism (organism),Order Caldilineales (organism),http://snomed.info/id/433743000
Organism (organism),Genus Methanoculleus (organism),http://snomed.info/id/431694008
Organism (organism),Subclass Opisthobranchiata (organism),http://snomed.info/id/106898009
Organism (organism),Phylum Echinodermata (organism),http://snomed.info/id/106903008
Organism (organism),Beet yellows virus (organism),http://snomed.info/id/423128003
Organism (organism),Phylum Sarcomastigophora (organism),http://snomed.info/id/428002001
Organism (organism),Ficus spp (organism),http://snomed.info/id/260203002
Organism (organism),Class Deuteromycetes (organism),http://snomed.info/id/420426008
Organism (organism),Family Orthomyxoviridae (organism),http://snomed.info/id/55014007
Organism (organism),Blastocystis hominis (organism),http://snomed.info/id/28923009
Organism (organism),Mycelia sterilia (organism),http://snomed.info/id/243555008
Organism (organism),Genus Lachancea (organism),http://snomed.info/id/4661000146103
Organism (organism),Class Taxopsida (organism),http://snomed.info/id/420986003
Organism (organism),Prokaryote-cell wall absent (organism),http://snomed.info/id/416919006
Organism (organism),Genus Mastrevirus (organism),http://snomed.info/id/423873007
Organism (organism),Genus Deltapapillomavirus (organism),http://snomed.info/id/422920004
Organism (organism),Colispora (organism),http://snomed.info/id/419286002
Organism (organism),Ivy (organism),http://snomed.info/id/261302000
Organism (organism),Genus Atadenovirus (organism),http://snomed.info/id/424637007
Organism (organism),Aerotolerant anaerobic bacteria (organism),http://snomed.info/id/413463002
Organism (organism),Genus Schwanniomyces (organism),http://snomed.info/id/713330003
Organism (organism),Eladia (organism),http://snomed.info/id/418896008
Organism (organism),Subphylum Pezizomycotina (organism),http://snomed.info/id/418751008
Organism (organism),Family Planctomycetaceae (organism),http://snomed.info/id/434757006
Organism (organism),Adult of class Arachnida (organism),http://snomed.info/id/788742001
Organism (organism),Genus Stibiobacter (organism),http://snomed.info/id/438276000
Organism (organism),Phylum Gemmatimonadetes (organism),http://snomed.info/id/432008004
Organism (organism),Class Spirotrichea (organism),http://snomed.info/id/426685006
Organism (organism),Asexual spore of kingdom Fungi (organism),http://snomed.info/id/33818004
Organism (organism),Family Papillomaviridae (organism),http://snomed.info/id/407453000
Organism (organism),Plant rhabdovirus (organism),http://snomed.info/id/84139003
Organism (organism),Class Thermomicrobia (organism),http://snomed.info/id/440969003
Organism (organism),Strict aerobic bacteria (organism),http://snomed.info/id/415625001
Organism (organism),Myxomycetes (organism),http://snomed.info/id/284738003
Organism (organism),Fastidious bacterium (organism),http://snomed.info/id/414233003
Organism (organism),Insect virus (organism),http://snomed.info/id/48905009
Organism (organism),Invertebrate iridescent virus 9 (organism),http://snomed.info/id/425036008
Organism (organism),Phylum Ciliophora (organism),http://snomed.info/id/106619004
Organism (organism),Class Cephalocarida (organism),http://snomed.info/id/420504009
Organism (organism),Order Thermoproteales (organism),http://snomed.info/id/115213006
Organism (organism),Aerobic chemolithotrophic bacteria (organism),http://snomed.info/id/115180007
Organism (organism),Bacterial virus (organism),http://snomed.info/id/67068001
Organism (organism),Subclass Hexacorallia (organism),http://snomed.info/id/422245009
Organism (organism),Family Methanopyraceae (organism),http://snomed.info/id/434724009
Organism (organism),Genus Xipapillomavirus (organism),http://snomed.info/id/423101008
Organism (organism),Canine enteric calicivirus (organism),http://snomed.info/id/45481008
Organism (organism),Frog virus 5 (organism),http://snomed.info/id/112389008
Organism (organism),Chamomilla romana (organism),http://snomed.info/id/256083000
Organism (organism),"Mosses, lichens, liverworts (organism)",http://snomed.info/id/272607003
Organism (organism),Ground squirrel hepatitis B virus (organism),http://snomed.info/id/73456004
Organism (organism),Genus Wallemia (organism),http://snomed.info/id/424382001
Organism (organism),Phylum Oomycota (organism),http://snomed.info/id/426619009
Organism (organism),Viroid (organism),http://snomed.info/id/88117008
Organism (organism),Peruvian lily (organism),http://snomed.info/id/261308001
Organism (organism),Family Methanomicrobiaceae (organism),http://snomed.info/id/115115005
Organism (organism),Subphylum Eleutherozoa (organism),http://snomed.info/id/421018003
Organism (organism),Microaerophilic bacteria (organism),http://snomed.info/id/414696004
Organism (organism),Genus Levivirus (organism),http://snomed.info/id/423761000
Organism (organism),Sirococcus (organism),http://snomed.info/id/418343007
Organism (organism),Mauginiella (organism),http://snomed.info/id/418267001
Organism (organism),Podovirus group (organism),http://snomed.info/id/112388000
Organism (organism),Phylum Deinococcus-Thermus (organism),http://snomed.info/id/427450008
Organism (organism),Order Ustilaginales (organism),http://snomed.info/id/106564007
Organism (organism),Enterocytozoon (organism),http://snomed.info/id/20581002
Organism (organism),Insect iridescent virus 20 (organism),http://snomed.info/id/13344003
Organism (organism),Plant producing alkaloid (organism),http://snomed.info/id/63010003
Organism (organism),Phylum Gastrotricha (organism),http://snomed.info/id/106681006
Organism (organism),Enteric bacterium (organism),http://snomed.info/id/418381002
Organism (organism),Class Coriobacteriia (organism),http://snomed.info/id/770380005
Organism (organism),Order Pedipalpida (organism),http://snomed.info/id/106866003
Organism (organism),Tomato spotted wilt virus (Plant hosts) (organism),http://snomed.info/id/29523009
Organism (organism),Hordeivirus group (organism),http://snomed.info/id/82548000
Organism (organism),Genus Tremovirus (organism),http://snomed.info/id/450860007
Organism (organism),Plant producing goitrogens (organism),http://snomed.info/id/26090009
Organism (organism),Wayfaring tree (organism),http://snomed.info/id/264341004
Organism (organism),Amblyospora californica (organism),http://snomed.info/id/66563007
Organism (organism),Order Uredinales (organism),http://snomed.info/id/106563001
Organism (organism),Family Entomoplasmataceae (organism),http://snomed.info/id/432749007
Organism (organism),Genus Saccharomyces (organism),http://snomed.info/id/27069008
Organism (organism),Genus Orthohantavirus (organism),http://snomed.info/id/735350007
Organism (organism),Class Magnoliopsida (organism),http://snomed.info/id/420961007
Organism (organism),Mugwort (organism),http://snomed.info/id/256340003
Organism (organism),Class Heterobasidiomycetes (organism),http://snomed.info/id/424032002
Organism (organism),Class Taphrinomycetes (organism),http://snomed.info/id/423408009
Organism (organism),Superclass Cryptosyringida (organism),http://snomed.info/id/420297009
Organism (organism),Invertebrate (organism),http://snomed.info/id/272608008
Organism (organism),Nakataea (organism),http://snomed.info/id/419337001
Organism (organism),Genus Chalara (organism),http://snomed.info/id/773950008
Organism (organism),Rhizopycnis (organism),http://snomed.info/id/419659005
Organism (organism),Genus Nucleopolyhedrovirus (organism),http://snomed.info/id/424246009
Organism (organism),Motile bacteria (organism),http://snomed.info/id/397480009
Organism (organism),Daffodil family (organism),http://snomed.info/id/272599004
Organism (organism),Rice transitory yellowing virus (organism),http://snomed.info/id/59569007
Organism (organism),Genus Senecavirus (organism),http://snomed.info/id/450858005
Organism (organism),House plant (organism),http://snomed.info/id/5569002
Organism (organism),Class Spirochaetes (organism),http://snomed.info/id/419328001
Organism (organism),Order Acidobacteriales (organism),http://snomed.info/id/426813007
Organism (organism),Spicellum (organism),http://snomed.info/id/418350006
Organism (organism),Order Coronatae (organism),http://snomed.info/id/420590005
Organism (organism),Order Thermales (organism),http://snomed.info/id/433198003
Organism (organism),Kuru agent (organism),http://snomed.info/id/44081006
Organism (organism),Genus Fontaria (organism),http://snomed.info/id/285734007
Organism (organism),Macrozamia pauli-guilielmi (organism),http://snomed.info/id/72447000
Organism (organism),Togaviridae (organism),http://snomed.info/id/129231002
Organism (organism),Aphanizomenon (organism),http://snomed.info/id/41745000
Organism (organism),Wild plant (organism),http://snomed.info/id/37425003
Organism (organism),Phylum Thermotogae (organism),http://snomed.info/id/432132008
Organism (organism),Pandrug-resistant bacteria (organism),http://snomed.info/id/714792003
Organism (organism),Insect iridescent virus 15 (organism),http://snomed.info/id/56568000
Organism (organism),Frog virus 19 (organism),http://snomed.info/id/68146006
Organism (organism),Gram-negative coccobacillus (organism),http://snomed.info/id/53932007
Organism (organism),Order Cantharellales (organism),http://snomed.info/id/5531000146105
Organism (organism),Order Thermomicrobiales (organism),http://snomed.info/id/441433006
Organism (organism),Infrakingdom Discicristata (organism),http://snomed.info/id/781339001
Organism (organism),"Isometric double-stranded ribonucleic acid mycovirus, one ribonucleic acid segment (organism)",http://snomed.info/id/63512000
Organism (organism),Antimicrobial intermediate bacteria (organism),http://snomed.info/id/783028001
Organism (organism),Somone virus (organism),http://snomed.info/id/285376002
Organism (organism),Family Dinophysidae (organism),http://snomed.info/id/417596001
Organism (organism),Order Ascaridida (organism),http://snomed.info/id/781335007
Organism (organism),Plant producing phototoxicity (organism),http://snomed.info/id/78877006
Organism (organism),Drosophila X virus (organism),http://snomed.info/id/2018003
Organism (organism),Wheat striate mosaic virus (organism),http://snomed.info/id/53169009
Organism (organism),Marion Co. agent (organism),http://snomed.info/id/7857003
Organism (organism),Enveloped single-stranded ribonucleic acid virus without a deoxyribonucleic acid step with multiple-stranded negative-sense genome (organism),http://snomed.info/id/243611009
Organism (organism),Phylum Crenarchaeota (organism),http://snomed.info/id/431134006
Organism (organism),Gametocyte of kingdom Protozoa (organism),http://snomed.info/id/103536007
Organism (organism),Nutritionally fastidious bacteria (organism),http://snomed.info/id/414885009
Organism (organism),Potyvirus group (organism),http://snomed.info/id/11475003
Organism (organism),Family Aquificaceae (organism),http://snomed.info/id/434759009
Organism (organism),Class Orbiliomycetes (organism),http://snomed.info/id/415899002
Organism (organism),Arthrospore of kingdom Fungi (organism),http://snomed.info/id/285287008
Organism (organism),Infrakingdom Sarcomastigota (organism),http://snomed.info/id/406685004
Organism (organism),Phylum Lentisphaerae (organism),http://snomed.info/id/431692007
Organism (organism),Macrozamia (organism),http://snomed.info/id/86795001
Organism (organism),Methanocalculus halotolerans (organism),http://snomed.info/id/434124001
Organism (organism),Non-enveloped double-stranded ribonucleic acid virus (organism),http://snomed.info/id/243588001
Organism (organism),Gram-variable bacterium (organism),http://snomed.info/id/301780001
Organism (organism),Genus Siadenovirus (organism),http://snomed.info/id/370590008
Organism (organism),Tailed phage group (Bacteria and cyanobacteria hosts) (organism),http://snomed.info/id/42477001
Organism (organism),Sphaerospora (organism),http://snomed.info/id/79914002
Organism (organism),Fly (organism),http://snomed.info/id/10147004
Organism (organism),Memnoniella (organism),http://snomed.info/id/419796005
Organism (organism),Human virus (organism),http://snomed.info/id/42334003
Organism (organism),Family Marnaviridae (organism),http://snomed.info/id/422854002
Organism (organism),Family Methanosarcinaceae (organism),http://snomed.info/id/115116006
Organism (organism),Family Thecamoebida (organism),http://snomed.info/id/785837003
Organism (organism),Bovine papillomavirus (organism),http://snomed.info/id/11693005
Organism (organism),Myxotrichum (organism),http://snomed.info/id/415941002
Organism (organism),Genus Spirostreptus (organism),http://snomed.info/id/285729008
Organism (organism),Order Hydroida (organism),http://snomed.info/id/421679000
Organism (organism),Antimicrobial resistant virus (organism),http://snomed.info/id/409795000
Organism (organism),Family Pseudeurotiaceae (organism),http://snomed.info/id/417398004
Organism (organism),Bush (organism),http://snomed.info/id/112591004
Organism (organism),Genus Betaentomopoxvirus (organism),http://snomed.info/id/423887007
Organism (organism),Hawaii virus (organism),http://snomed.info/id/70261001
Organism (organism),Endoconidioma (organism),http://snomed.info/id/418017001
Organism (organism),Class Sporozoa (organism),http://snomed.info/id/110388005
Organism (organism),Order Polymorphida (organism),http://snomed.info/id/106754000
Organism (organism),Domain Eukarya (organism),http://snomed.info/id/415671008
Organism (organism),Class Dictyoglomi (organism),http://snomed.info/id/433545009
Organism (organism),Phylum Tardigrada (organism),http://snomed.info/id/421103002
Organism (organism),Order Thermococcales (organism),http://snomed.info/id/115212001
Organism (organism),Form class Hyphomycetes (organism),http://snomed.info/id/106568005
Organism (organism),Class Pezizomycetes (organism),http://snomed.info/id/425829006
Organism (organism),Suid herpesvirus 2 (organism),http://snomed.info/id/66182008
Organism (organism),Dandelion (organism),http://snomed.info/id/256087004
Organism (organism),Pleistophora (organism),http://snomed.info/id/73088004
Organism (organism),Phylum Ascetospora (organism),http://snomed.info/id/106647000
Organism (organism),Annual plant (organism),http://snomed.info/id/50535000
Organism (organism),Non-enveloped single-stranded deoxyribonucleic acid virus (organism),http://snomed.info/id/243586002
Organism (organism),Septata intestinalis (organism),http://snomed.info/id/103563008
Organism (organism),Developing schizont of kingdom Protozoa (organism),http://snomed.info/id/103554006
Organism (organism),Genus Iotapapillomavirus (organism),http://snomed.info/id/424442009
Organism (organism),Gram-positive diplococcus (organism),http://snomed.info/id/11471007
Organism (organism),Order Echinorhynchida (organism),http://snomed.info/id/106749009
Organism (organism),Phylum Glomeromycota (organism),http://snomed.info/id/418094007
Organism (organism),Order Spirochaetales (organism),http://snomed.info/id/115169007
Organism (organism),Scallop (organism),http://snomed.info/id/61430003
Organism (organism),Plant producing oxalates (organism),http://snomed.info/id/85127001
Organism (organism),Class Chlorobia (organism),http://snomed.info/id/413860007
Organism (organism),Phylum Aquificae (organism),http://snomed.info/id/431085001
Organism (organism),Division Coniferophyta (organism),http://snomed.info/id/420794003
Organism (organism),Tadpole edema virus T9 (organism),http://snomed.info/id/43282001
Organism (organism),Leucosphaerina (organism),http://snomed.info/id/417500002
Organism (organism),Melanoplus sanguinipes entomopoxvirus (organism),http://snomed.info/id/88086006
Organism (organism),Class Thermoprotei (organism),http://snomed.info/id/433741003
Organism (organism),Methanocalculus pumilus (organism),http://snomed.info/id/434080005
Organism (organism),Zygote of kingdom Protozoa (organism),http://snomed.info/id/103540003
Organism (organism),Order Entomoplasmatales (organism),http://snomed.info/id/426397001
Organism (organism),Order Decapoda (organism),http://snomed.info/id/106875001
Organism (organism),Antennariella (organism),http://snomed.info/id/419707007
Organism (organism),Tadpole edema virus T17 (organism),http://snomed.info/id/83520009
Organism (organism),Dictyosporium (organism),http://snomed.info/id/418274006
Organism (organism),Family Thermotogaceae (organism),http://snomed.info/id/434803008
Organism (organism),Tadpole edema virus T12 (organism),http://snomed.info/id/23117001
Organism (organism),Subfamily Betaherpesvirinae (organism),http://snomed.info/id/407443001
Organism (organism),Order Synergistales (organism),http://snomed.info/id/19261000087100
Organism (organism),Glugea hertwigi (organism),http://snomed.info/id/89133000
Organism (organism),True yeast (organism),http://snomed.info/id/10541008
Organism (organism),Family Brachyspiraceae (organism),http://snomed.info/id/419377009
Organism (organism),Limnatis (organism),http://snomed.info/id/70393007
Organism (organism),Order Rhizostomatida (organism),http://snomed.info/id/421360007
Organism (organism),Commiphora (organism),http://snomed.info/id/418671007
Organism (organism),Family Retroviridae (organism),http://snomed.info/id/77622001
Organism (organism),Magnetotactic Bacteria (organism),http://snomed.info/id/115092005
Organism (organism),Tadpole edema virus T18 (organism),http://snomed.info/id/15706008
Organism (organism),Class Myxosporea (organism),http://snomed.info/id/106645008
Organism (organism),Myxocephala (organism),http://snomed.info/id/420235004
Organism (organism),Snowberry (organism),http://snomed.info/id/261316005
Organism (organism),Centers for Disease Control and Prevention eugonic fermenter (organism),http://snomed.info/id/413794001
Organism (organism),Non-arthropod-borne virus (organism),http://snomed.info/id/312002006
Organism (organism),Plant producing pyrrolizidine alkaloids (organism),http://snomed.info/id/567000
Organism (organism),Cone shell (organism),http://snomed.info/id/33720008
Organism (organism),Avian enteric calicivirus (organism),http://snomed.info/id/12946003
Organism (organism),Insect iridescent virus 27 (organism),http://snomed.info/id/21033005
Organism (organism),Chordodidae (organism),http://snomed.info/id/699544006
Organism (organism),Class Amphibia (organism),http://snomed.info/id/387970001
Organism (organism),Spruce (organism),http://snomed.info/id/256253003
Organism (organism),Class Malacostraca (organism),http://snomed.info/id/421831009
Organism (organism),Genus Debaryomyces (organism),http://snomed.info/id/243427006
Organism (organism),Genus Thermococcus (organism),http://snomed.info/id/440056000
Organism (organism),Genus Lecanicillium (organism),http://snomed.info/id/717650009
Organism (organism),Yeast (organism),http://snomed.info/id/62093005
Organism (organism),Salt water algae (organism),http://snomed.info/id/82114006
Organism (organism),Merozoite of kingdom Protozoa (organism),http://snomed.info/id/103543001
Organism (organism),Thelohania (organism),http://snomed.info/id/65905003
Organism (organism),Family Desulfurococcaceae (organism),http://snomed.info/id/115121009
Organism (organism),Frog virus 9 (organism),http://snomed.info/id/13455002
Organism (organism),Plant producing hallucinogen (organism),http://snomed.info/id/16804008
Organism (organism),Animal spongiform encephalopathy agent (organism),http://snomed.info/id/243640007
Organism (organism),Class Trepomonadea (organism),http://snomed.info/id/416722003
Organism (organism),Araguari virus (organism),http://snomed.info/id/285353000
Organism (organism),Class Pinopsida (organism),http://snomed.info/id/421754009
Organism (organism),Pinus radiata (organism),http://snomed.info/id/76567009
Organism (organism),Macrogametocyte of kingdom Protozoa (organism),http://snomed.info/id/103538008
Organism (organism),Genus Methanofollis (organism),http://snomed.info/id/431370000
Organism (organism),Family Inoviridae (organism),http://snomed.info/id/424615000
Organism (organism),Order Methanopyrales (organism),http://snomed.info/id/433791004
Organism (organism),Genus Betanodavirus (organism),http://snomed.info/id/422788000
Organism (organism),Class Pentastomida (organism),http://snomed.info/id/106869005
Organism (organism),Tadpole edema virus LT1 (organism),http://snomed.info/id/27866000
Organism (organism),Order Semaeostomeae (organism),http://snomed.info/id/421886005
Organism (organism),Hormococcus (organism),http://snomed.info/id/418972002
Organism (organism),"Isometric double-stranded ribonucleic acid mycovirus, three ribonucleic acid segments (organism)",http://snomed.info/id/33425002
Organism (organism),Metarhizium (organism),http://snomed.info/id/116443004
Organism (organism),Jos virus (organism),http://snomed.info/id/285360006
Organism (organism),Plant producing mutagen (organism),http://snomed.info/id/9148004
Organism (organism),Family Plasmodiidae (organism),http://snomed.info/id/106613003
Organism (organism),Subclass Pulmonata (organism),http://snomed.info/id/106879007
Organism (organism),Phylum Oomycetes (organism),http://snomed.info/id/106648005
Organism (organism),Oocyst of kingdom Protozoa (organism),http://snomed.info/id/103541004
Organism (organism),Microsporidium ceylonensis (organism),http://snomed.info/id/243663002
Organism (organism),Enterobacteria phage phi-X174 (organism),http://snomed.info/id/424243001
Organism (organism),Runde virus (organism),http://snomed.info/id/285368004
Organism (organism),Class Retortamonadea (organism),http://snomed.info/id/416395008
Organism (organism),Order Araneida (organism),http://snomed.info/id/106858007
Organism (organism),Labiate family (organism),http://snomed.info/id/272602009
Organism (organism),Subfamily Gammaherpesvirinae (organism),http://snomed.info/id/62255008
Organism (organism),Genus Orthoporus (organism),http://snomed.info/id/47917009
Organism (organism),Family Oscillochloridaceae (organism),http://snomed.info/id/434320002
Organism (organism),Superphylum Fibrobacteres/Acidobacteria group (organism),http://snomed.info/id/426797003
Organism (organism),Tetractinomyxon (organism),http://snomed.info/id/1215007
Organism (organism),Genus Monosporella (organism),http://snomed.info/id/718039009
Organism (organism),Hepatitis D virus (organism),http://snomed.info/id/83617006
Organism (organism),Red bryony (organism),http://snomed.info/id/261314008
Organism (organism),Plant producing nitrates (organism),http://snomed.info/id/60863006
Organism (organism),Dinobdella (organism),http://snomed.info/id/78024002
Organism (organism),Phaeoisariopsis (organism),http://snomed.info/id/419142004
Organism (organism),Tobacco necrosis virus group (Angiosperm hosts) (organism),http://snomed.info/id/68347009
Organism (organism),Lentospora (organism),http://snomed.info/id/46644005
Organism (organism),Order Chlamydiales (organism),http://snomed.info/id/115179009
Organism (organism),Diatom (organism),http://snomed.info/id/83279007
Organism (organism),Epimastigote of kingdom Protozoa (organism),http://snomed.info/id/103549002
Organism (organism),Phylum Embryophyta (organism),http://snomed.info/id/417177009
Organism (organism),Pelecypod (organism),http://snomed.info/id/53015005
Organism (organism),Genus Rhinocricus (organism),http://snomed.info/id/285731004
Organism (organism),Kingdom Viridiplantae (organism),http://snomed.info/id/417377004
Organism (organism),Caldithrix abyssi (organism),http://snomed.info/id/434781004
Organism (organism),Amastigote of kingdom Protozoa (organism),http://snomed.info/id/103547000
